Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Raymond,1 review,PH,"Apr 15, 2021","Fabulous jerseys, but beyond that, excellent customer serviceI had purchased a Siroko SRX Veleta jersey upon recommendation of a friend. It arrived three (3) days after i ordered it, which was stupendously fast considering that the item came from Oviedo, Spain and had to travel halfway around the world to the Philippines.When the jersey arrived, i found the material of extremely high quality, and fit was really racefit. It, however, had one problem — the left sleeve had a tear which i felt would become worse once i washed it.I immediately sent an email about my problem and asked for a possible replacement. I was, in all honesty, not expecting a response. To my surprise, Siroko replied the following day and, after asking for a photo of the item to confirm the model, quickly apologized and sent me the replacement.This outstanding customer service has given me reason to trust Siroko. I have since purchased 2 more SRX jerseys — and they are on the way to Manila as i type this.Cheers, Siroko! Keep up the good work!Date of experience: April 15, 2021",5,0.29,0.57
Michiel Verburg,3 reviews,CA,"Apr 12, 2021","Have purchased several clothing itemsHave purchased several clothing items, because I loked their design. The bibshorts I purchased caused massive  irritation from the pad seams, to the point that it caused bleeding. Sent pictures and description of the problems I encountered. Company never acknowledged a possible issue and made absolutely no effort to accommodate me. Terrible customer service and stay away from their cycling shorts.Date of experience: April 12, 2021",1,-0.18,0.65
JJBB,1 review,BE,"Apr 8, 2021","Bad quality, worse customer serviceHad an issue with a jersey that I bought that was already damaged after a single ride. The material will start to deteriorate due to chafing with it self! Contacted the support center via a form, received confirmation that they received my complaint. After sending over some additional photo's of the damaged jersey they said that they couldn't do anything for me. That was that...... the worst customer service experience I've had in a long time. Please be aware of this! Looking from a quality perspective of their gear and combining this with their horrific customer service, I would strongly recommend against purchasing any of their items.Date of experience: April 08, 2021",1,-0.28,0.5
David St,1 review,AU,"Mar 14, 2021","Good design, material used is not durable for basic useThe material used in the long sleeve jersey is not durable and started to fray on the first use (unwashed). The zip also keeps splitting open, no I am not too big for the size ordered.The material used does feel nice and the design looks good, the quality is poor.Date of experience: March 14, 2021",2,0.28,0.46
Richard Toolan,2 reviews,IE,"Mar 12, 2021","Fast delivery, great value and great products!I ordered some items from Siroko at 21:00 on a Thursday night and I had them delivered to me less than 48 hours later!The items are well packages, well made and look great, the size guides on the website worked perfectly for me.Highly recommend this company if you're looking for some cycling clothing or sunglasses and need them to arrive on time.I'll definitely shop with them again!Date of experience: March 12, 2021",5,0.49,0.63
Dusan Hargas,3 reviews,SK,"Mar 9, 2021","recommend itI bought one K3 last week and my experience was  really really good. Outstanding designed, photochromatic works 100% and fast and orange lenses look cool, good price... fits 100% so I recommended my neighbor to buy one too. And he said he adore it when I asked how they are. It was a bit tricky to replace the lenses but I did it after 10 min. I ordered 1+1 and kids and 1 for running as well.Date of experience: March 09, 2021",5,0.41,0.57
Mitchell Pender,2 reviews,GB,"Mar 5, 2021","One star is too muchOne star is too much.  I had problems with 2 orders.  Contacted them via their contact form linked to their emails to me.  No response.They failed to read a short note which would have resolved the entire issue, and the only response from them 'it is you fault'.They show no flexibility and seem to have no regard for customer satisfaction. While I'll be out £35 over this fiasco - so they think they win - they have ensured I will never transact with them again.  And this is first time I've felt so agreived by a merchant I've felt the need post a negative review on Trustpilot.   When you research the company you can see it operates two other businesses - one being a network of pornography websites, so I shouldn't be shocked the nature and quality of their service.Date of experience: March 05, 2021",1,-0.04,0.47
Todd Harris,773 reviews,AU,"Mar 3, 2021","Ordered cycling bibs and shirt...AUS…Ordered cycling bibs and shirt...AUS size L or XL...I ordered XXL on both and am not disappointed. Super fast shipping from Europe to Australia in only a few days. Very good quality product.Date of experience: March 03, 2021",5,0.27,0.65
Nicolae Cornel Lupu,698 reviews,GB,"Feb 26, 2021","Not easy to replace lensesNot easy to replace lenses. Damaged the frame trying to replace lens. Asked costumer service if I can buy a separate frame and got a very rigid/ official response. NO. The only way would be buying a new pair what I won’t do. Better dispose what I purchased from Siroko and get something else.Date of experience: February 26, 2021",1,0.18,0.65
Niko,27K reviews,FI,"Feb 24, 2021","You can't return even they calculated wrong size.I have ordered few times some sunglasses etc. Once I got wrong size (sized by their calculation tool) gilet, I can't return or change it free. I should pay shipping by my self by their mistake!? That's really bad customer service and will never again order anything there.  And I really suggest you neither. You need to be sure about the measurements. Do not trust their calculator!!!Date of experience: February 24, 2021",1,-0.1,0.64
Noro Slosiarik,1 review,SK,"Feb 23, 2021","Satisfaction gogglesHigh quality100% satisfactionFast delivery Well-designed package +small surprise (stickers)Date of experience: February 23, 2021",5,-0.25,0.4
Webster Santos,1 review,SG,"Feb 9, 2021","Love the cycling jerseysLove the cycling jerseys! Ordered from them last week and got them in 4 days. Will definitely buy from them again soon!Date of experience: February 09, 2021",5,0.21,0.39
Markus Elo Ngwiki,2 reviews,SE,"Feb 5, 2021","Great quality ski-eyes and a very fast…Great quality ski-eyes and a very fast and smooth 3 day delivery. Worked perfectly in the sunny slopes and darker afternoon rides down the Mountain thru the Woods and offpist tracks.Nice design, colors were vibrant and strong. No scratches after a though week downhill!!Thank you Siroko!Date of experience: February 05, 2021",5,0.39,0.59
Mikołaj Chudy,9 reviews,PL,"Feb 1, 2021","Good quality glasses and will not fog…Good quality glasses and will not fog up. When wearing mask and during frosty days. Glasses have nice and clear uv filter with good ventilation. Tested on yellow color lens.Date of experience: February 01, 2021",5,0.42,0.52
Josef Suschnigg,5 reviews,AT,"Jan 27, 2021","No customer serviceNo customer service. I was one day late for an exchange request (the proposed size on their website was way too small), and even offered to make an additional purchase for their additional effort. I got a standarized mail that it is not possible. Thanks for nothing.Date of experience: January 27, 2021",1,-0.09,0.55
Daniel Fanning,1 review,AU,"Jan 23, 2021","Exceptional productExceptional product.  Glasses are a great fit and look good. Value for money is brilliant. Shipped to Australia in just over a week. Look forward to trying out the ski goggles soon too!Date of experience: January 23, 2021",5,0.69,0.75
Jason Brine,6 reviews,GB,"Jan 21, 2021","Impressive!Cycle clothing quality 10/10.Shipment super fast to the UK 10/10.I can't speak for returns or customer service though.Date of experience: January 21, 2021",5,0.27,0.63
Dotty Bouck-Standen,1 review,GB,"Jan 19, 2021","All in all an excellent product when bought at the discounted priceI got the K3 with photochromic lenses, for cycling on days when it's mostly cloudy but with chances of sunshine. They didn't disappoint! Came in a lovely box with a bag and hard case to protect the glasses. The lens shape is perfect for cycling - especially in TT position, the lens is large enough so you don't keep looking at the rim and wide enough not to experience any draft in your eyes. Despite not having adjustable nose pads they didn't slide too much. Photochromic lens is decent - maybe a bit dark when it's really overcast, but I have experienced that only significantly more expensive lenses have a really decent photochromic range.... All in all, an excellent product at the discounted price. One star deduction for following reason: If I had paid full price I would have been disappointed at the lack of adjustability, ""plasticky"" feel and no-name lens (never the less a good one!). Compared to other 100EUR cycling glasses I have from a Swedish brand these feel right to be priced around 50EUR rather than what they retail at.Date of experience: January 19, 2021",4,0.21,0.59
Mitch,5 reviews,GB,"Jan 16, 2021","Fantastic product at a fantastic priceFantastic product at a fantastic price. Delivery was super quick, too.Date of experience: January 16, 2021",5,0.37,0.77
Adam Wight,1 review,AU,"Jan 14, 2021","I received the order yesterday and…I received the order yesterday and everything is perfect. The sunglasses appear to be very well made and didn't receive any damage whilst in transit to Australia.The packaging was great and I'm really looking forward to using them for a long time.Date of experience: January 14, 2021",5,0.43,0.53
Tom Anwell,5 reviews,GB,"Jan 14, 2021","All of the items I ordered are perfectAll of the items I ordered are perfect. Definitely gonna be ordering some bib tights soon!! Loved the website and service 👌10 out of 10 serviceDate of experience: January 14, 2021",5,0.57,0.77
Natasha Berriman,8 reviews,CH,"Jan 14, 2021","Best buy!Best buy!So happy with my Goggles and sunglasses! Sunglasses don't leave my side and Goggles are a big hot on the slopes!Date of experience: January 14, 2021",5,0.56,0.56
Vlad Mitu,1 review,CA,"Jan 14, 2021","Christmas order arrived on time despite pandemic delaysOrdered a pair of goggles and some additional lenses the week before Christmas on the website. The site said it would deliver before Christmas. Due to delays in shipping on most orders during that time, I was scared that it would not arrive on time, but it arrived in Toronto, Canada all the way from Spain in just a few days, making it 3 days before Christmas, with time to spare. I am stunned that it arrived this quickly, kudos for choosing DHL as a shipping partner. I am also very happy that the order arrived before the holidays, as advertised on the website.I ordered the ski goggles as a Christmas present for my sister. She is very happy with the product and they're exactly what she wanted. All the contents in the package were as ordered. She says the goggles fit her well and work perfectly. Couldn't be happier with the purchase. I will consider this seller again for my future needs.Date of experience: January 14, 2021",5,0.38,0.48
Megrez Pacz,5 reviews,US,"Jan 14, 2021","Absolutely a winI love how my glasses fits perfectly on my face and the top longsleeve i ordered is awesome I just use it today. The shipping is fast which is unexpected. Definitely going for more.Date of experience: January 14, 2021",5,0.44,0.76
Axel Martin,24 reviews,FR,"Jan 14, 2021","Nice jobNice job, i like itDate of experience: January 14, 2021",4,0.6,1.0
Olivier,2 reviews,NL,"Jan 14, 2021","Loved the purchaseLoved the purchase! Shirts and bibs are really on point. Perfect service and nice people.Date of experience: January 14, 2021",5,0.67,0.75
Oana Cecilia,1 review,RO,"Jan 14, 2021","Great photochromic glasses!Great photochromic glasses!Great quality and good looks!Date of experience: January 14, 2021",5,0.75,0.68
Chris Gruneberg,3 reviews,GB,"Jan 14, 2021","MTB gogglesI ordered some MTB goggles and super happy with the quality and style. Great price too. My original delivery actually got sent back due to Brexit restrictions but they sent me a new delivery via priority and I was able to receive it before Christmas. Great quality and great service, thumbs up all roundDate of experience: January 14, 2021",5,0.4,0.57
Marvin,3 reviews,PH,"Jan 14, 2021","Perfect fitPerfect fit ! Excellent quality !Date of experience: January 14, 2021",5,0.83,0.8
Marilou Chondrogianni,2 reviews,GR,"Jan 14, 2021","Best quality!Best quality sunglasses!!! 🔝🔝🔝 Excellent technical support!🔝🔝🔝 Highly recommended!Date of experience: January 14, 2021",5,0.54,0.48
Max,773 reviews,IE,"Jan 14, 2021","Perfect sizes!Perfect sizes!! Great quality fast delivery Would buy again 100% very happyCheers from IrelandDate of experience: January 14, 2021",5,0.55,0.66
Kiril Dimitrov,698 reviews,BG,"Jan 14, 2021","GreatGreat - thanks from Bulgaria ! !!Date of experience: January 14, 2021",5,0.39,0.2
rasmus viberg,27K reviews,SE,"Jan 14, 2021","Quick and greeat!Really cool and the fit was great! Ordered them on a Thursday and got tjem on a Friday!Date of experience: January 14, 2021",5,0.52,0.57
Anastasiia Solomina,8 reviews,ES,"Jan 14, 2021","ExcellentHigh-quality material, great design, easy, purchase, fast delivery.Date of experience: January 14, 2021",5,0.48,0.73
Jana Frisíková,2 reviews,SK,"Jan 14, 2021","Glasses are Ok with high qualittyGlasses are Ok with high qualitty. Case for glasses included.  Fully recommend Siroko.Delivery to Slovakia took 6 days.Date of experience: January 14, 2021",5,0.33,0.52
Steve Seagal Mayor,1 review,IT,"Jan 14, 2021","Amazing quality and serviceOrder has been received in just 2 days! Amazing sunglasses, trendy as well as comfortable to wear. I'm really excited to try it during my first ride ;-)Date of experience: January 14, 2021",5,0.46,0.8
Fiona Dunne,4 reviews,IE,"Jan 14, 2021","Cycling GlassesI recently purchased cycling sunglasses and I was not disappointed, delivery was extremely quick.  The glasses fit perfect and are super stylish, I cant wait to wear them on my next cycleDate of experience: January 14, 2021",5,0.37,0.57
Alex,5 reviews,GB,"Jan 13, 2021","Siroko with sirocco speed!Originally purchased a gilet that arrived quickly and was as described. The sizing guide on their website worked really well - to the point that I denied that I was an X large and ordered a large (which just about fits) so follow their sizing guide. I was so impressed I then ordered a long sleeve jersey and a pair of kids sunglasses.More than happy with the service. The products arrived on time and were well packaged. Will be ordering more!Date of experience: January 13, 2021",5,0.39,0.57
Rasmus,2 reviews,DK,"Jan 10, 2021","No return option for Christmas present bought on Black FridayI got a pair of biking sunglasses for Christmas, but they didn't fit.My wife bought them on Black Friday where lots of Christmas presents are bought, and she was not informed, that there would be no return option after Christmas.Disappointing level of service!Date of experience: January 10, 2021",1,-0.11,0.29
Rebecca Phipps,3 reviews,ES,"Updated Jan 5, 2021","Great service!I received my KS3 Chamonix glasses within 24 hours of ordering. They seem really good quality, fit snugly and are a gorgeous colour. The case is smart, too. I bought these to replace my Oakley's which snapped in two after a couple of years. They aren't as light as the Oakley's, but feel like they're going to last longer. I'm an ultra trail runner, and can't wait to get out into the mountains to try them! Thank you!Date of experience: January 05, 2021",5,0.46,0.58
Dorothy,1 review,GB,"Jan 5, 2021","Absolutely rubbish customer serviceAbsolutely rubbish customer service.  Tried to contact them 3 times via e-mail for an exchange. Really unhelpful  email back . I will NEVER order from them again.  AVOID AT ALL COSTS.Date of experience: January 05, 2021",1,0.13,0.37
Dan,1 review,GB,"Jan 2, 2021","Ok when things are goodOk when things are good. Replacement lens are a joke.. the frame will break changing lens. Then you can't get any response.Date of experience: January 02, 2021",1,0.6,0.55
Happy User,1 review,DE,"Dec 30, 2020","Quality is great for that priceQuality is great for that price. My shipment got stuck with DPD for 4 weeks, I contacted the support and they were really helpful! They tried to contact DPD, but due to Corona, Black Friday and Christmas I guess DPD was simply overloaded. It was not Sirokos fault.Date of experience: December 30, 2020",5,0.26,0.48
Trine Holm,10 reviews,DK,"Dec 28, 2020","Poor customer servicePoor customer service. Wont't let me exchange jersey to a different size because 14 days since receipt has expired. No extended Christmas return window. Won't be buying from this site again although quality and design is nice.Date of experience: December 28, 2020",1,-0.2,0.6
Max,1 review,CH,"Dec 18, 2020","I ordered the Izoard sunglasses with…I ordered the Izoard sunglasses with two  exchangeable lenses. The lens itself is OK. Tight fit, good materials. However, it is near impossible to exchange the lenses without either damaging the frame, the lens, or your fingers. BIG minus. The photochromatic blue lens is more or less not working. The bummer is the shipment and return policy. Living in Switzerland, I was charged additional 25 CHF for customs handling by DHL. This was not flagged before. Note: not for customs duties, hist for DHL handling, on top pf the shipment costs. When I opteb for my legal 14 days return right, Siroko infomed me that I had to send back at own costs. Of course their site states it differently  ..Conclusion:Ok product, in acceptable service. STAY AWAY from SirokoDate of experience: December 18, 2020",1,0.16,0.41
Wayne Kooy,1 review,CA,"Dec 15, 2020","Do not buy theseDo not buy these, they don’t fit well and leave a massive gap from your cheek to the lens, which dirt and rocks can kick up into. Half of the reason to buy these was for protection and they don’t even do that. Then their return policy is hot garbage.Date of experience: December 15, 2020",1,0.12,0.6
Tom,1 review,GB,"Dec 13, 2020","Awful lensesCheap, flimsy and impossible to change the lens. You then can't return. Do not buy the lensesDate of experience: December 13, 2020",1,-0.83,1.0
Henrietta Szigeti,3 reviews,HU,"Dec 12, 2020","Super fast shipping from Spain to…Super fast shipping from Spain to Hungary.The stuff is comfortable and high quality.I really like it. I am very satisfied.Thank you! :)Date of experience: December 12, 2020",5,0.28,0.59
Giorgos,1 review,GR,"Dec 10, 2020","100% value for money purchase100% value for money purchase. Super fast shipping and great fit!!Date of experience: December 10, 2020",5,0.44,0.67
Lilian Burke,1 review,IE,"Dec 10, 2020","Excellent serviceExcellent service , arrived to ireland in 2 days . Unbelievable.  Quality of sunglasses purchased is so good . Packaging looks really stylish too.Date of experience: December 10, 2020",5,0.49,0.9
Guus,3 reviews,US,"Dec 10, 2020","Initially ordered 3 cycling jerseysInitially ordered 3 cycling jerseys. After I tried them, I immediately ordered 2 more and a bib short. Great race fit, great quality and design. Shipping to the US within a couple of days. I have recommended Siroko to all my cycling friends!Date of experience: December 10, 2020",5,0.42,0.45
Tiago Dolgner Santos,1 review,PT,"Dec 10, 2020","Great and fast!Date of experience: December 10, 2020",5,0.8,0.75
Armine,5 reviews,GR,"Dec 10, 2020","5star experienceI am very satisfied with my order and especially with the delivery time, only 3 days!!! So fast delivery!About the items, the quality is great and I am waiting for sunny days to try them.I would buy again for sure.Date of experience: December 10, 2020",5,0.33,0.87
Scott Temple,773 reviews,CA,"Dec 9, 2020","Great productGreat product! Timely delivery and super easy website.Thanks Siroko for the new Glasses and Jersey!ScottDate of experience: December 09, 2020",5,0.48,0.68
Tom C,698 reviews,GB,"Dec 8, 2020","Very pleased with my Siroko purchaseVery pleased with my Siroko purchase. Firstly, the clothing ordered (jersey, two vests and sunglasses) all fit perfectly and are of good quality. I found the website guide on how to decide what size clothing to buy to be very helpful (and accurate - what I ordered is exactly what I wanted/expected). Secondly, service was very quick - from order to delivery, less than a week. Thirdly, the customer service was excellent - a member of the Siroko team made contact to check I was happy with my order. In an age where customers have less and less contact with business, this was a breath of fresh air. Will definitely order from Siroko again!Date of experience: December 08, 2020",5,0.34,0.49
ryan derose,27K reviews,US,"Dec 6, 2020","best customer service and shipping everDate of experience: December 06, 2020",5,1.0,0.3
Josean Gomez,4 reviews,DE,"Dec 5, 2020","Totally recommended!I bought two jerseys, one vest and one bib short. Product quality was excellent and the shipping was super fast. Very happy with the products and the service. Totally recommended!!Date of experience: December 05, 2020",5,0.36,0.72
John,1 review,US,"Dec 5, 2020","Bought a jersey and a wind vest from…Bought a jersey and a wind vest from Siroko. Found them on a Facebook ad. The price was right, the service great, the shipping super and finally product was a very good quality and fit.Date of experience: December 05, 2020",5,0.47,0.75
Andrew,1 review,AU,"Dec 5, 2020","Great price and super fast delivery to…Great price and super fast delivery to Australia. The fit is nice and they are super comfortable. The photo chromatic lenses work a really well from low light to full sun.Date of experience: December 05, 2020",5,0.35,0.61
E. Kurzmann,1 review,DE,"Dec 5, 2020","Perfect stuff- I love the quality and…Perfect stuff- I love the quality and the material. Price is okay and the delivery to Germany within 2 days is awesome! I can highly recommend this shop 👍🏼Date of experience: December 05, 2020",5,0.61,0.71
Pietro Franzese,4 reviews,IT,"Dec 3, 2020","Excellent productsExcellent products, shipment and after sale care!Date of experience: December 03, 2020",5,1.0,1.0
Lina Mickelsson,3 reviews,SE,"Updated Dec 2, 2020","market men's clothes as women'sClaim they have women's sizes on their page, but they don't. They just send you a men's and then you have to pay for return yourself. Horrible marketing, horrible customer service. Women out there, avoid!!!!Date of experience: December 02, 2020",1,-1.0,1.0
MR BEN JOHNSON,8 reviews,GB,"Nov 30, 2020","Yes thanksYes thanks. I tried the glasses today. The visibility was changing bright to ‘semi fog/cloudy’ but thanks to the photochromic lens it adjusted perfectly.Ben. Johnson’s Triathlon Coaching.Date of experience: November 30, 2020",5,0.37,0.4
Mr Ali Izzy,1 review,IE,"Nov 30, 2020","I have purchased 2 sunglasses for my…I have purchased 2 sunglasses for my children (a boy & a girl). the sunglasses were awesome, super quality. i liked them sooo much. i would really recommend buying it. it was my first experience with Siroko, and I was so lucky when I found them on the search engine.regards,AliDate of experience: November 30, 2020",5,0.42,0.58
Dan Merrilees,2 reviews,GB,"Nov 29, 2020","Brilliant customer serviceBrilliant customer service. Incorrectly entered my postcode so my delivery was returned by DPD, Siroko tracked down and re posted quickly and at no additional cost. This was my 2nd order for cycling kit. Good quality gear at reasonable prices. Would just recommend ordering a size up.Date of experience: November 29, 2020",5,0.33,0.5
Χάρης Μαριολόπουλος,2 reviews,GR,"Nov 28, 2020","Very quick shippingVery quick shipping, Very helpful people both from siroko and the shipping company. Heard every detail about my delivery and how to ship it and one of the best goggles i've ever owned. Highly recommend buying from Siroko.com!Date of experience: November 28, 2020",5,0.43,0.46
Aljoša Vujaklija,1 review,SI,"Nov 28, 2020","I love the productsI love the products. They came quickly and as described. They fit perfectly and look very cool.Date of experience: November 28, 2020",5,0.49,0.57
Sébastien Loop,1 review,BE,"Nov 26, 2020","Cool DesignCool Design, nice quality.And friendly user service!Greets from BE.Date of experience: November 26, 2020",5,0.44,0.72
Ruud Castelein,1 review,DE,"Nov 26, 2020","Smooth & fast delivery + top quality!Smooth & fast delivery + top quality!Very pleased customer!Date of experience: November 26, 2020",5,0.38,0.62
Andrej Benak,2 reviews,SK,"Nov 26, 2020","Sunglasses are amazingSunglasses are amazing, because they are light, durable and fits well.Date of experience: November 26, 2020",5,0.5,0.8
Tim Williams,6 reviews,GB,"Nov 24, 2020","Super quality glassesSuper quality glasses, delivered promptly, very pleased 😃.Date of experience: November 24, 2020",5,0.49,0.83
Matthieu Guilmot,3 reviews,BE,"Nov 23, 2020","Very goodVery good ! I'm very happy with my order. I already used it once and really like the cycling jersey, especially the textil used.Date of experience: November 23, 2020",5,0.46,0.62
Corrado Lonetto,11 reviews,IT,"Nov 23, 2020","Perfect productHigh quality, fast delivery, very nice gadgets included in the package. I'm very satisfied! The sales make these products very competitive.Date of experience: November 23, 2020",5,0.6,0.78
Francesco,6 reviews,IT,"Updated Dec 29, 2020","K3 lenses faulty/stainedI bought the K3 back in August, they developed a faulty lense (massive stain on the top left). I emailed them twice, with pictures and PayPal receipt: they never replied. .Updated review: they finally contacted me and replaced the lenses free of charge. That's how a Company retains customers! Good jobDate of experience: November 21, 2020",5,0.23,0.52
Marek Skwarski,2 reviews,PL,"Nov 21, 2020","Great sunglasesGreat sunglases, i use them for cycling and  triathlon , light, good vision and comfortable fit not to mention great style, i have three models of K3 with various lenses. Delivery to Poland was very quick and absolutely no problems on each transaction.Date of experience: November 21, 2020",5,0.43,0.67
Sauli,9 reviews,FI,"Nov 21, 2020","Everything went as plannedEverything went as planned. Delivery was fast and without any delays. The product itself feels very good. The lenses are high quality and glasses are surprisingly lightweight. I can recommend this.Date of experience: November 21, 2020",4,0.49,0.6
Javier Vicente Rouco Zufiaurre,773 reviews,FR,"Nov 19, 2020","I'm very happy with the productI'm very happy with the product, and overall I'm very happy with the speed and quality of the service offer.Date of experience: November 19, 2020",5,0.75,0.75
Igor Roháľ,698 reviews,DE,"Nov 19, 2020","Fast shipping and great+friendly client communicationShipping was fast, return processing also easy. Reimbursement also no problem. Communication was via email and very helpful and friendly. Thanks a lot, I will recommend it to my friends!Date of experience: November 19, 2020",5,0.27,0.51
Joost van der Velden,27K reviews,NL,"Nov 19, 2020","Great but really tight!Great but really tight!Cheers from The NetherlandsJoostDate of experience: November 19, 2020",4,0.4,0.38
Rickard ,1 review,SE,"Nov 19, 2020","Great productsGreat products! Super quick shipping!I keep coming back.Date of experience: November 19, 2020",5,0.56,0.64
Darren,2 reviews,IE,"Nov 18, 2020","My glasses arrived in super quick time…My glasses arrived in super quick time , well as soon as I got them I tried them out on the bike wow is all I can say very happy with this product thanks again , They work a treat in Ireland 🇮🇪 our weather is very changeable here so the glasses work out super , can’t recommend enoughDate of experience: November 18, 2020",5,0.35,0.61
Carl,2 reviews,BE,"Nov 18, 2020","Quality material - timely deliveryThe products (long-sleeve jersey and wind-jacket) I ordered adhered fully to the description and exceeded my expectations in quality and looks.Everything was delivered according to planning and communication.Great products, great service, will come back for more stuff.Recommendation for improvement: expand range of products towards winter cycling gear and general running gearDate of experience: November 18, 2020",5,0.34,0.44
Sam,1 review,HK,"Nov 18, 2020","LIKE!LIKE!Feel so pleasantly surprised for the quality and the sending speed.  Using DHL, not by EMS is great!Date of experience: November 18, 2020",5,0.1,0.9
patrick,1 review,NL,"Nov 12, 2020","price / qualityprice wise, i'm a bit sad about the quality. for example, for 10 euro's more I could have had a Castelli one with a much higher quality.the discount Siroko works with is in fact strange, why don;t make it 200 euros, and then sell for 50 right?it's just too misleading, and I have too confess, I fell into this trap for the second time.First I bought a photochromatic sunglass, which is on aliepres for like 15 euro's even better than the quality on the Siroko one.let's end positive, i like the website and the stuff you guys have, but it's misleading and still overprices looking at the quality.Date of experience: November 12, 2020",1,0.2,0.51
sportsguns uk,1 review,GB,"Nov 10, 2020","Great customer serviceGreat customer service, replaced glasses that were faulty with no hassle whatsoever, highly recommend .Date of experience: November 10, 2020",5,0.48,0.65
Marcelo,28 reviews,HK,"Updated Dec 19, 2020","Excellent quality and outstanding valueJersey and glasses of great quality and looks for the price. Responsive customer service.Date of experience: November 09, 2020",5,0.77,0.88
Jernej Poženel,4 reviews,SI,"Updated Oct 31, 2020","Good jersey, mediocre glasses. Misleading discount marketing!I bought a Tirol jersey from them and K3 PhotoChromic Los Machucos glasses over a year ago.The jersey is good, very tight fitting and looks great. I love the zipped pocket at the back to put in money/credit card without worrying to lose it. Not every jersey has that feature. The only complaint is that the pockets are too small for longer rides where I need to stuff tons of energy bars in them, though I think they fixed that on their M2 (second version) jerseys and the front panel is made out of spandex which makes it fit great but gets a bit hot in temperatures over 27C. The material on the back panel is much nicer feeling and more breathable though :) Durability is good I rode it once or twice almost every week for entire year and it still looks like new.The photochromatic glasses were alright. I rode them entire winter and it was a put on and forget experience 👍. They are comfortable and stick really well to the face and won't fall off. Unfortunately I lost them in the forest so then I bought their K3 Riedberg glasses which I don't like as much as I did my other ones. The lens doesn't seem to be as good as the photocromatic ones. Sometimes there is this weird difraction effect where things reflecting light in a certain way would look really bright through the glasses like cracks in the road or railfences. When I rode in the evening I had to take them off quite quickly to see anything when it was getting dark. And also after half a year of use there's a few spots on the glasses now where it seems like it lost some coating  (though it's not visible when you're looking through them) even though I was only washing them with water as instructed and sometimes some handsoap to get the sweat off.Another thing is I hate how they do their marketing. I check their website multiple times when they send me emails or when I see their ads and they always have everything seemingly discounted on their website but actually the prices are more or less the same all the time. Which fools people into thinking they're getting a discount or that their stuff is more premium than it actually is. While that's probably good for temporary sales it's not good for getting recurrent customers.. So stop doing that Siroko and just post the real selling prices if you wanna become a genuinely good company.Shipping was very fast from Spain to Slovenia, the first shipment was only a day! The second one took just 3 days which is still great :)Date of experience: October 31, 2020",4,0.18,0.51
Kazza,5 reviews,AU,"Oct 30, 2020","Absolutely LOVE my new sexy sports…Absolutely LOVE my new sexy sports glasses 👓 😄😍Ordered online last Saturday and couldn't believe received at 11:59am today Friday!!!Three working days before schedule.Absolutely stunning, beautifully packaged and can't wait to wear them!! Thank you so much for your wonderful service from one very happy customer in Sydney Australia ❤️♥️😍😄Date of experience: October 30, 2020",5,0.5,0.7
Kenny Mo,2 reviews,GB,"Oct 5, 2020","Good customer service.Bought a pair of K3s sunglasses but they didn’t suit me. Emailed to return for a refund. I sent the item back (used PayPal free shipping returns) and they refunded me immediately, including the original shipping fee. Good communications throughout the order. Good customer service.Date of experience: October 05, 2020",5,0.48,0.56
Shelley Flood,1 review,CA,"Oct 1, 2020","Terrible product and serviceI bought a cycling jersey as a gift (and another one for myself). The first day wearing it (the gifted one) the zipper split about 3"" from the bottom. After struggling to get it back down we tried it again and it split right away.Via numerous email exchanges with Siroko they continually denied any responsibility. They asked for photos which i sent. Then they wanted a video. There is also nubbing after the initial use.I would NOT recommend this product or company - terrible service to a new customer.Date of experience: October 01, 2020",1,-0.1,0.51
Gchini,1 review,IT,"Updated Sep 27, 2020","Jersey okMy experience is about a jersey I bought, whose quality is ok (at the same time I bought one from Bycicle Booth which is not comparable, as it looks and actually is terrribly cheap).I am satisfied with SirokoDate of experience: September 27, 2020",4,0.25,0.43
Matt,5 reviews,GB,"Sep 19, 2020","Total waste of money, avoid!Had these for about 3 months and the lens coating has worn off. Wish I had looked here before wasting £45 (yes, shipping is £7!!!). Avoid buying these. Much worse than my previous sunglasses which were about £10.Date of experience: September 19, 2020",1,-0.24,0.38
C. ustumer,1 review,NL,"Sep 9, 2020","If you don't live in Spain than you…If you don't live in Spain than you better not buy at this site. The costs for returning the product are disproportionate. The size of there jersey's are more likely for Asian people.Date of experience: September 09, 2020",1,0.21,0.5
Akika,3 reviews,CZ,"Sep 8, 2020","K3 StelvioI bought my K3 Stelvio glasses more than a year ago and wear them almost every day. Great product. The marketing, packaging and customer service is amazing! They withstand my everyday abuse without scrathes and damage. Great value! Thank you Siroko!Date of experience: September 08, 2020",5,0.57,0.7
simon taylor,1 review,GB,"Sep 8, 2020","Ordered a jersey and giletOrdered a jersey and gilet. Nicely packaged but very poor quality and badly fitting garments. Zip doesn't work and feel and look on inspection like cheaply made knock offs. Let my mistake be a warning!Date of experience: September 08, 2020",2,0.24,0.75
David Hebblethwaite,3 reviews,GB,"Aug 18, 2020","Cheap lenses develop marks from sweat!Bought some K3 glasses for cycling. The lenses have marked from sweat and are basically unusable after only 3 months. Never had a problem with Oakleys so must be cheap lenses Siroko use. Waiting to hear back about a refund.Date of experience: August 18, 2020",1,0.18,0.6
